nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,montant_pret
Hernandez,Clémence,40,159.3,84.3,F,oui,doctorat,Corse,oui,non,4552,84418
Martel,Thomas,38,169.0,67.5,F,oui,master,Bretagne,non,oui,2584,84298
Bonneau,Dorothée,51,181.6,56.1,F,non,master,Île-de-France,non,non,2786,84316
Da Costa,Jeannine,30,179.8,77.5,F,oui,aucun,Hauts-de-France,oui,non,2727,83991
Guilbert,Denis,31,180.0,29.5,H,non,aucun,Corse,non,non,3313,42391
Delahaye,Maurice,22,163.5,42.5,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,3113,41688
Delmas,Claudine,21,183.7,67.9,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3643,42296
Deschamps,William,44,186.1,89.7,F,non,master,Normandie,non,oui,4467,84354
Payet,Inès,61,177.4,71.1,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,577,41731
Baron,Timothée,22,167.5,57.4,F,oui,bac+2,Bretagne,oui,oui,5105,83842
Gautier,Antoinette,46,168.2,71.8,F,non,aucun,Occitanie,oui,oui,3161,83921
Thomas,Hortense,26,170.4,95.4,F,non,bac,Bretagne,non,non,1752,84026
Pruvost,Charlotte,18,171.9,58.9,H,oui,aucun,Île-de-France,non,oui,915,42311
Marchal,Michel,23,163.9,69.4,F,oui,bac+2,Corse,non,non,1984,83639
Sauvage,Pénélope,72,163.1,48.9,H,oui,bac,Corse,non,oui,2400,41614
Jean,Richard,29,155.0,81.4,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,2598,42065
Maréchal,Céline,34,155.4,65.4,H,oui,doctorat,Occitanie,non,oui,1597,41701
Chevallier,Élisabeth,60,173.2,90.1,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,500,42138
Barbe,Michèle,46,171.2,67.6,F,non,doctorat,Hauts-de-France,non,non,3305,83530
Turpin,Lucas,45,172.1,58.7,H,oui,bac+2,Corse,oui,non,2117,41748
Maury,Andrée,59,162.0,86.1,F,non,bac+2,Hauts-de-France,non,non,2525,83700
Maréchal,Patrick,47,189.0,69.1,F,non,bac+2,Occitanie,oui,oui,1649,83635
Faivre,Élodie,56,154.9,43.0,H,non,bac,Corse,non,non,599,41593
Rémy,David,58,172.7,77.6,H,oui,aucun,Île-de-France,non,non,602,42140
Léger,Susanne,31,179.0,62.8,H,non,doctorat,Occitanie,oui,oui,2676,42484
Tanguy,Lorraine,32,186.1,83.5,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2177,84250
Weber,Dorothée,18,161.1,37.7,H,oui,doctorat,Hauts-de-France,non,oui,1637,42431
Gomez,Danielle,54,167.9,55.2,H,non,bac+2,Île-de-France,oui,non,2342,41941
Ferreira,Bertrand,32,170.8,66.6,H,non,bac+2,Corse,oui,non,1719,41719
Reynaud,Paulette,51,171.7,76.6,F,non,master,Occitanie,oui,oui,1191,84251
Rémy,Anaïs,59,184.1,68.5,F,oui,doctorat,Bretagne,non,oui,2522,83624
Bodin,Jacqueline,54,177.1,73.5,H,non,master,Auvergne-Rhône-Alpes,oui,oui,3643,41852
Launay,Bernadette,42,172.9,60.8,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,2933,41947
Guibert,Martine,74,158.6,71.6,H,oui,master,Hauts-de-France,oui,oui,2460,41992
Bazin,Isabelle,59,167.9,68.1,F,oui,bac,Hauts-de-France,oui,oui,500,83963
Legendre,Marguerite,63,164.5,71.4,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,2691,41918
Lefebvre,Lorraine,48,159.7,89.0,F,oui,doctorat,Hauts-de-France,non,oui,1460,83648
Pottier,Olivier,20,179.7,76.4,H,oui,bac,Île-de-France,oui,oui,1724,42323
David,Richard,34,187.8,52.1,H,non,doctorat,Île-de-France,non,non,3602,42211
Pichon,Aimé,31,180.0,59.9,F,non,master,Hauts-de-France,oui,non,4170,83689
Hoarau,Gabrielle,56,167.5,74.3,H,oui,doctorat,Bretagne,oui,non,2812,42252
Maillard,Michelle,39,168.7,82.2,F,oui,bac,Normandie,non,oui,3452,84141
Petit,Claire,19,152.5,89.6,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,505,41542
Joseph,Catherine,57,180.3,86.9,H,oui,aucun,Occitanie,oui,non,1190,42096
Barre,Michelle,52,165.9,53.4,H,non,doctorat,Normandie,non,non,2242,41607
Bourgeois,Margot,62,166.9,81.7,F,oui,master,Normandie,non,oui,4072,84271
Camus,Hortense,65,184.0,61.6,H,non,bac,Bretagne,non,non,2248,42274
Collin,Étienne,72,153.2,57.9,H,non,doctorat,Normandie,non,oui,3657,41610
Tanguy,Audrey,63,186.2,51.5,H,oui,doctorat,Île-de-France,non,non,1789,42471
Julien,Anne,62,169.7,74.2,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1528,84489
Leclercq,Sophie,55,174.2,62.9,F,non,doctorat,Normandie,non,non,2482,84433
Fournier,Gabriel,61,175.5,70.1,F,oui,master,Occitanie,oui,oui,1976,83825
Hervé,Raymond,53,168.9,68.7,F,non,bac+2,Auvergne-Rhône-Alpes,non,non,2055,84049
Clerc,Thibaut,72,167.4,94.0,H,oui,master,Hauts-de-France,oui,oui,3173,41923
Fabre,Agnès,43,167.0,80.5,F,oui,bac,Normandie,oui,non,2099,83955
Wagner,Alexandrie,70,181.7,75.5,H,non,doctorat,Normandie,oui,oui,2371,42382
Maurice,Pauline,32,174.5,46.4,F,oui,doctorat,Île-de-France,non,non,1147,84486
Lemaître,Thibaut,43,158.1,72.1,F,oui,bac,Occitanie,non,oui,4579,83682
Lefort,René,72,192.3,79.6,F,oui,aucun,Corse,oui,non,3101,84348
Baron,Brigitte,41,152.0,61.9,H,oui,bac,Provence-Alpes-Côte d’Azur,non,non,1554,42085
Nicolas,Alexandria,40,163.8,67.5,F,non,doctorat,Corse,oui,non,1933,83725
Fleury,Frédéric,22,150.2,81.2,H,non,doctorat,Auvergne-Rhône-Alpes,non,non,1212,42323
Mallet,Claire,35,172.4,101.1,H,oui,master,Normandie,oui,oui,1396,41994
Gillet,Jean,44,144.7,65.7,H,oui,doctorat,Bretagne,non,non,3821,42233
Picard,Stéphanie,69,189.6,51.6,F,non,master,Normandie,non,non,3096,84401
Benard,Martin,66,165.3,68.4,F,non,master,Île-de-France,non,oui,5673,84012
Maréchal,Dominique,22,155.0,73.8,F,oui,bac,Auvergne-Rhône-Alpes,non,non,3061,83750
Chauvet,Océane,51,180.9,71.5,H,non,bac,Bretagne,oui,oui,2869,41982
Benard,Monique,65,166.1,74.0,F,oui,doctorat,Hauts-de-France,non,oui,2088,83605
Roger,Sylvie,31,176.2,64.5,F,oui,bac,Occitanie,oui,oui,2952,84184
Guyot,Vincent,33,169.7,86.9,F,oui,bac,Corse,oui,non,2438,84274
Dumont,Augustin,40,152.3,88.9,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,1413,42176
Leblanc,Victor,66,163.5,61.1,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,4149,42151
Picard,Louis,74,148.6,117.1,F,non,bac,Bretagne,non,oui,3767,83851
Moreau,Cécile,54,172.2,69.2,H,oui,doctorat,Normandie,non,non,2842,42419
Carre,Valérie,20,175.2,79.7,F,non,bac,Occitanie,oui,non,3166,83528
Renault,Camille,47,170.9,67.0,F,oui,aucun,Corse,non,oui,2318,83927
Pelletier,Tristan,38,168.1,87.0,F,non,bac,Bretagne,oui,oui,3212,83629
Perrot,Michel,57,140.6,79.8,F,non,bac,Occitanie,non,oui,2733,84136
Rodriguez,Sébastien,62,169.8,64.2,F,non,master,Bretagne,non,oui,3848,84018
Rémy,Louis,26,179.5,58.4,H,oui,bac+2,Corse,non,non,2988,41990
Menard,Marguerite,30,160.3,49.3,H,oui,master,Île-de-France,oui,oui,1747,42171
Germain,Élodie,26,178.6,84.3,F,non,bac+2,Bretagne,oui,oui,3115,83639
Renard,Honoré,62,177.3,77.7,H,oui,bac,Bretagne,non,non,1730,41825
Aubert,Claudine,24,174.3,82.0,F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,3405,83870
Hubert,Valentine,69,181.9,80.6,F,non,aucun,Normandie,oui,oui,2921,84415
Le Roux,Margaux,61,180.7,69.6,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,1441,41518
Boyer,Anne,49,168.4,58.8,F,oui,master,Bretagne,non,non,1689,83899
Martin,Françoise,27,168.6,58.1,H,non,master,Normandie,oui,oui,2130,42251
Bourdon,Adrienne,39,151.1,73.2,H,non,bac+2,Bretagne,non,non,2501,41902
Dupuy,Sylvie,43,161.8,79.9,F,non,bac+2,Occitanie,non,oui,3625,83796
Delattre,Lorraine,72,153.9,58.6,H,oui,bac,Bretagne,oui,oui,1577,41879
Guillaume,Margaud,43,160.6,82.4,H,oui,aucun,Occitanie,oui,oui,2267,41647
Petitjean,Augustin,43,167.4,39.9,H,oui,bac+2,Hauts-de-France,oui,non,3262,41849
Laurent,Lucas,74,157.6,70.9,F,non,bac,Corse,non,oui,2832,83946
Dos Santos,Corinne,26,183.6,50.4,H,oui,aucun,Île-de-France,non,non,500,41991
Dumas,Aimé,38,171.8,97.0,F,non,doctorat,Bretagne,non,oui,3986,83567
Bonnet,Franck,62,172.1,62.6,H,non,doctorat,Normandie,non,non,3468,41715
Camus,Christine,48,160.3,77.1,H,oui,master,Bretagne,non,oui,3106,42261
Imbert,Théophile,27,180.6,111.4,F,oui,aucun,Hauts-de-France,non,oui,2970,83912
Lévêque,Victoire,52,164.9,69.6,H,non,master,Bretagne,oui,non,500,41701
Mercier,Maurice,69,163.1,63.9,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,1871,84365
Perrot,Diane,53,171.5,57.7,F,non,bac,Hauts-de-France,non,non,3845,84413
Chauvet,Odette,32,170.0,69.9,F,oui,master,Corse,non,oui,2106,83996
Blanchet,Céline,65,171.6,82.4,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,1459,83913
Bigot,Denis,25,163.4,65.4,F,non,bac+2,Occitanie,oui,oui,884,84117
Lejeune,Marc,27,161.8,62.9,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,3549,41653
Perrin,Anastasie,63,172.6,72.9,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,3521,83665
Regnier,Jérôme,31,168.6,75.9,F,non,bac+2,Occitanie,non,oui,2376,83980
Hebert,François,68,172.7,61.3,H,non,aucun,Hauts-de-France,oui,oui,500,41610
Legendre,Alexandrie,43,168.7,91.3,H,non,bac,Corse,non,non,3611,42041
Rousset,Grégoire,71,179.7,88.5,H,oui,bac,Normandie,non,oui,2606,41717
Leduc,Paulette,20,172.0,60.7,H,non,aucun,Corse,non,oui,2120,42499
Hamon,Jérôme,37,176.2,88.1,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2332,84022
Thierry,Robert,37,165.5,70.0,H,non,aucun,Corse,oui,oui,3221,41721
Guilbert,Michèle,45,155.6,35.6,F,oui,bac,Bretagne,oui,oui,1839,83966
Thomas,Monique,33,157.8,62.4,H,oui,doctorat,Occitanie,oui,oui,2322,41613
Bertin,Valentine,23,165.5,91.8,H,oui,master,Provence-Alpes-Côte d’Azur,non,non,2892,42288
Rey,Étienne,66,173.0,79.3,H,oui,bac+2,Hauts-de-France,oui,oui,1133,42122
Benoit,Célina,32,180.4,68.9,F,non,master,Corse,oui,non,3304,84101
Tanguy,Roland,40,159.3,46.7,H,non,aucun,Occitanie,non,oui,3481,41646
Perrin,Pierre,52,173.8,56.5,F,oui,doctorat,Hauts-de-France,non,oui,1456,84147
Meyer,Manon,47,181.3,52.2,F,oui,aucun,Hauts-de-France,non,oui,4471,84251
Gonzalez,Marianne,34,161.0,79.6,F,non,aucun,Normandie,oui,non,2105,84472
Gilles,Adèle,57,176.0,61.8,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2304,83930
Laporte,Stéphanie,61,170.4,55.0,F,oui,doctorat,Bretagne,non,oui,3388,83716
Millet,Paul,38,164.9,66.6,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,1306,42296
Carpentier,Corinne,26,144.4,67.1,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,5395,42256
Wagner,Astrid,20,177.8,69.7,F,non,doctorat,Bretagne,oui,oui,2184,84443
Masse,Anne,56,170.2,78.2,H,oui,bac,Occitanie,oui,oui,1083,41515
Garnier,Isabelle,58,181.1,80.7,H,non,doctorat,Normandie,non,non,3361,41954
Lopes,Sophie,21,174.4,70.3,F,oui,aucun,Bretagne,oui,non,3307,83586
Leblanc,Christiane,51,175.9,64.7,H,oui,bac,Normandie,oui,oui,1811,42477
Guyon,Richard,60,171.0,93.2,H,oui,doctorat,Normandie,oui,non,1013,41820
Launay,Thibault,54,155.3,72.5,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,2561,83634
Martin,Gilles,53,171.7,73.7,F,non,bac,Occitanie,non,non,2232,84216
Martin,Franck,53,184.9,46.0,F,non,master,Normandie,non,non,1505,84112
Ruiz,Jacqueline,54,169.0,45.4,H,non,doctorat,Bretagne,non,non,2288,41775
Joseph,Adélaïde,46,186.6,70.3,F,oui,aucun,Bretagne,oui,oui,2776,84232
Roger,Sylvie,74,157.4,60.8,F,oui,bac+2,Corse,oui,non,2049,83526
Bernier,Élise,19,166.8,89.2,F,oui,aucun,Île-de-France,non,oui,3169,83978
Gay,Marianne,26,158.9,73.7,F,non,doctorat,Corse,oui,oui,3097,83723
Alves,Alice,37,181.4,93.7,H,non,doctorat,Corse,oui,non,1281,41992
Costa,Zoé,68,161.9,51.1,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2219,83718
Chevallier,Aimée,69,174.7,84.8,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,2408,83598
Rodriguez,Laure,45,166.8,72.3,F,oui,bac,Île-de-France,non,oui,1497,84381
Loiseau,Nathalie,51,190.9,45.9,H,non,doctorat,Hauts-de-France,non,oui,2721,41687
Le Goff,Eugène,32,190.2,70.1,H,oui,master,Occitanie,oui,oui,2271,41806
Guillet,Adélaïde,36,166.4,67.3,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,4147,83862
Rodriguez,Timothée,65,147.9,93.0,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,791,42349
Pelletier,Dominique,67,167.3,63.6,H,oui,master,Corse,non,oui,3206,42312
Giraud,Dorothée,54,154.0,76.9,H,oui,bac,Provence-Alpes-Côte d’Azur,non,non,4929,42420
Martinez,Laetitia,38,156.4,72.8,H,oui,master,Normandie,non,oui,1705,41809
Hernandez,Roger,38,174.3,70.3,F,oui,bac+2,Hauts-de-France,non,non,1730,83616
Lebon,Marguerite,69,174.9,97.1,F,oui,master,Île-de-France,oui,oui,2270,83861
Lebon,Hélène,41,177.2,50.6,H,oui,aucun,Île-de-France,oui,non,1352,41604
Antoine,Andrée,27,174.7,92.3,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2926,84031
Gillet,René,19,166.9,70.0,F,oui,doctorat,Corse,oui,oui,999,83585
Lefort,Augustin,66,176.0,83.2,F,non,doctorat,Hauts-de-France,oui,oui,1957,83905
Weber,Honoré,75,165.3,74.0,H,non,bac,Île-de-France,non,oui,1975,41779
Rivière,Diane,62,169.3,101.5,F,oui,master,Île-de-France,oui,oui,2203,84071
Bernier,Tristan,35,166.4,60.3,F,oui,aucun,Bretagne,non,oui,3393,83811
Robert,Henri,42,168.2,60.3,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,4085,42216
Maillard,Anne,47,184.2,61.0,H,oui,bac,Bretagne,non,oui,500,41570
Rémy,Marie,65,180.1,59.7,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,3448,41888
Perret,Caroline,33,150.3,83.4,F,oui,bac+2,Normandie,oui,non,1046,83941
Guillon,Danielle,35,177.3,70.2,H,oui,bac+2,Normandie,oui,oui,1355,41631
Camus,Martine,42,165.9,80.3,H,non,bac,Hauts-de-France,non,non,2627,41698
Jacquet,Roger,56,175.8,99.6,F,non,doctorat,Hauts-de-France,oui,non,622,83513
Maillot,Anastasie,55,186.2,71.6,H,oui,bac+2,Hauts-de-France,non,non,1421,41923
Bazin,Élisabeth,67,156.7,67.2,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,3605,42385
Da Silva,Christelle,71,168.7,92.7,H,oui,bac+2,Normandie,non,oui,758,42113
Toussaint,Philippine,65,169.9,51.2,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,2936,84042
Perrier,Simone,66,178.9,63.7,F,oui,doctorat,Corse,oui,non,500,83760
Descamps,Léon,40,172.0,76.6,H,non,bac,Occitanie,non,oui,2985,41998
Chauveau,Martine,42,182.4,53.9,F,non,bac,Hauts-de-France,oui,oui,3316,84055
Berger,Claire,44,181.9,43.3,H,non,master,Corse,oui,non,2883,42009
Vallée,Emmanuelle,22,165.0,68.8,H,non,doctorat,Occitanie,non,non,2917,42423
Normand,Nathalie,74,165.1,59.9,H,non,master,Île-de-France,non,non,2540,41702
Renard,Sébastien,43,159.1,53.7,H,oui,master,Occitanie,oui,non,3315,41919
Ferrand,Marthe,33,158.5,80.0,F,oui,doctorat,Normandie,oui,oui,3055,84034
Louis,Amélie,46,152.7,59.8,F,non,bac+2,Occitanie,oui,oui,3932,84292
Rousseau,Sabine,57,160.2,63.0,H,oui,master,Occitanie,oui,non,3054,42346
Laurent,Patrick,25,177.8,66.2,H,oui,master,Normandie,non,oui,1782,42219
Fontaine,Laetitia,29,184.2,96.1,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,3674,84210
Moulin,Édouard,59,170.9,57.9,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,1503,42134
Bailly,Isaac,23,175.2,76.3,F,oui,master,Normandie,oui,non,4181,83681
Delaunay,Virginie,39,176.5,47.5,H,oui,bac,Hauts-de-France,oui,oui,3762,42363
Rousseau,Céline,37,160.0,64.2,F,non,bac,Provence-Alpes-Côte d’Azur,oui,non,2800,84038
Vidal,Clémence,18,190.0,116.6,F,oui,master,Occitanie,non,oui,3228,84073
Pichon,Christine,18,168.2,78.0,F,oui,bac,Occitanie,non,oui,3565,84194
Torres,Zacharie,23,166.8,96.9,H,oui,doctorat,Bretagne,oui,oui,2776,42343
Germain,Guy,27,175.0,80.0,H,non,aucun,Hauts-de-France,oui,non,3005,41635
Martineau,Éric,71,178.4,60.7,F,non,aucun,Île-de-France,oui,oui,1830,83806
Guérin,Isabelle,29,159.0,76.6,H,non,doctorat,Hauts-de-France,non,non,3434,42189
Fernandez,Roger,41,174.6,95.1,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,2493,42011
Dias,Gilbert,70,176.7,53.6,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2035,41966
Georges,Camille,25,177.0,82.7,F,non,doctorat,Normandie,oui,non,2147,84352
Lelièvre,Denis,57,169.3,47.2,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,2071,41566
Chauvin,Emmanuelle,56,178.9,78.6,F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,3100,83618
Barre,Noël,57,170.5,70.1,F,oui,doctorat,Occitanie,non,oui,1707,84343
Lesage,Joséphine,29,177.0,76.3,H,non,bac,Île-de-France,oui,oui,3090,42100
Marion,Tristan,58,164.7,37.7,H,oui,doctorat,Normandie,non,oui,3816,42272
Bonneau,Sabine,40,165.2,57.1,H,oui,bac,Bretagne,non,non,3332,41817
Fleury,Célina,37,166.1,85.9,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,3240,83923
Huet,Nicole,64,176.8,49.5,H,oui,bac,Auvergne-Rhône-Alpes,non,non,3954,41907
Joubert,Susanne,48,172.6,64.5,F,oui,bac,Occitanie,oui,non,2672,84183
Hernandez,Édouard,75,152.2,76.1,F,non,master,Île-de-France,non,oui,1264,84404
Denis,Robert,61,156.5,47.2,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,3835,83949
Pages,Dorothée,27,163.7,93.0,F,oui,bac+2,Normandie,oui,oui,1857,83558
Dumont,Georges,42,152.9,53.3,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,3982,42214
Maillet,Aimée,23,168.4,61.8,F,oui,bac+2,Occitanie,non,oui,2692,84361
Rodrigues,Diane,37,175.0,86.8,H,oui,bac+2,Île-de-France,oui,non,4238,41846
Carpentier,Amélie,46,166.4,50.1,H,non,doctorat,Hauts-de-France,oui,oui,2003,41630
Rodriguez,Philippine,48,172.6,55.5,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,1351,83740
Rivière,Madeleine,20,173.4,69.3,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2539,83792
Fouquet,Caroline,20,162.4,66.5,H,non,master,Île-de-France,oui,oui,1390,41974
Le Goff,Célina,60,178.9,85.5,F,oui,doctorat,Bretagne,oui,oui,500,83923
Joseph,Nathalie,30,160.7,47.6,F,non,doctorat,Auvergne-Rhône-Alpes,non,non,1719,84098
Pierre,Susanne,35,169.2,48.3,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1393,42270
Jean,Noël,53,160.0,73.1,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,2583,41718
Louis,Alphonse,63,162.8,72.7,F,oui,bac,Provence-Alpes-Côte d’Azur,non,non,1843,83863
Gomes,Adélaïde,39,167.3,95.1,F,oui,bac,Île-de-France,non,non,4108,83542
Aubert,Anastasie,21,157.0,82.4,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,3473,42248
Gomes,Adélaïde,63,158.5,82.3,F,non,bac+2,Auvergne-Rhône-Alpes,oui,non,4345,84449
Pasquier,Marie,60,158.8,56.2,H,non,doctorat,Hauts-de-France,oui,non,3721,42082
Cousin,Charlotte,62,172.7,78.3,F,oui,master,Bretagne,non,oui,2908,83603
Launay,Éléonore,32,173.9,50.1,H,non,bac+2,Normandie,oui,non,3756,42398
Aubert,Christophe,60,181.7,66.6,F,non,master,Occitanie,oui,oui,2447,84162
Barbier,Honoré,25,154.7,77.7,F,non,master,Hauts-de-France,non,non,3186,84410
Muller,Claire,56,169.4,86.9,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2099,42070
Hubert,Aimé,22,175.6,54.7,F,non,master,Normandie,oui,non,2471,83802
Maillard,Hortense,53,168.3,73.4,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,2056,41873
Courtois,Astrid,62,168.7,82.4,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,1975,83943
Carpentier,Renée,60,153.9,96.2,H,non,aucun,Occitanie,non,oui,4157,42087
Bailly,Charles,70,157.1,80.3,F,oui,bac+2,Normandie,oui,oui,1896,83603
Leroy,Émilie,61,172.6,74.4,F,non,master,Île-de-France,oui,oui,2218,84326
Bigot,Denis,26,162.2,59.6,H,oui,bac,Occitanie,non,oui,1400,42278
Perez,Raymond,54,161.7,69.0,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,1641,83894
Didier,Frédéric,61,176.8,92.3,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1803,84371
Charles,Thérèse,50,172.4,77.5,F,oui,bac+2,Île-de-France,non,non,3066,84007
Adam,Frédéric,21,170.8,81.1,H,non,aucun,Bretagne,oui,oui,3078,41709
Mahe,Robert,62,157.6,83.0,F,non,master,Normandie,non,oui,3564,83984
Leclercq,Noël,31,162.4,70.6,H,non,bac,Corse,non,non,3319,41927
Letellier,Guillaume,41,167.9,86.1,F,oui,bac+2,Hauts-de-France,oui,oui,5336,83570
Traore,Julien,59,162.1,49.3,H,oui,master,Normandie,oui,oui,2864,42427
Prévost,Aimé,59,177.2,66.5,F,non,doctorat,Normandie,oui,oui,4243,83962
Lemonnier,Camille,45,156.6,80.4,F,non,bac+2,Corse,oui,oui,1772,84476
Pruvost,Renée,18,187.2,99.9,F,oui,doctorat,Bretagne,non,non,1580,84419
Fouquet,Victor,54,164.5,82.9,F,oui,aucun,Occitanie,non,oui,2035,83975
Nguyen,Camille,48,169.5,70.4,H,oui,doctorat,Bretagne,non,oui,500,41658
Dumas,Odette,51,169.9,59.7,H,oui,master,Provence-Alpes-Côte d’Azur,non,non,1908,42001
Ferreira,Daniel,75,184.4,51.2,F,oui,master,Occitanie,non,oui,3475,83722
Pascal,Marine,39,167.2,65.8,F,non,bac+2,Bretagne,oui,oui,3448,84119
Perrier,Brigitte,56,173.4,78.6,F,non,aucun,Occitanie,oui,oui,3661,84348
Barbier,Frédérique,60,166.7,60.8,F,oui,bac+2,Occitanie,oui,oui,1197,84119
Hoarau,Richard,22,161.7,114.2,F,non,bac,Bretagne,non,non,3993,84220
Diaz,Maryse,18,156.5,50.2,H,oui,doctorat,Hauts-de-France,non,oui,3078,41746
Guillou,Antoinette,29,175.5,78.2,F,oui,master,Hauts-de-France,oui,oui,2194,83536
Lefèvre,David,23,168.7,74.9,H,oui,master,Normandie,non,oui,2603,42233
Martineau,Olivie,46,147.8,66.6,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,1478,41620
Lenoir,Paul,66,171.8,114.8,H,oui,bac,Occitanie,non,oui,2940,42460
Jacquot,Margaud,48,166.9,83.8,H,non,master,Occitanie,non,oui,3079,42482
Lagarde,Alexandria,73,174.2,79.1,F,oui,bac+2,Occitanie,non,non,4967,84410
Carpentier,Thérèse,51,158.7,77.1,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,1388,41515
Valette,Nathalie,59,175.6,56.2,F,non,bac+2,Bretagne,oui,oui,1999,83996
Rémy,Adrienne,55,167.0,84.6,F,non,bac,Corse,non,non,3602,84393
Grenier,Arthur,29,157.5,70.8,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,1648,84233
Lopes,Victoire,51,157.4,66.7,H,non,bac+2,Corse,non,oui,2129,41547
Rossi,Célina,20,194.3,76.5,H,oui,aucun,Corse,oui,non,846,42057
Mahe,Isabelle,25,164.4,85.3,H,oui,master,Hauts-de-France,oui,non,5006,42486
Robin,Robert,34,154.1,41.8,F,non,aucun,Occitanie,non,non,4745,84062
Carre,Claire,62,173.9,57.0,F,non,bac,Provence-Alpes-Côte d’Azur,non,non,3141,83746
Gomez,Olivier,42,143.6,70.1,F,non,aucun,Bretagne,non,oui,2893,84203
Caron,Luce,22,179.2,54.8,F,oui,doctorat,Normandie,oui,non,2602,83791
Meyer,Anouk,24,160.7,73.8,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,1425,42165
Andre,Louis,24,165.9,55.1,H,oui,aucun,Bretagne,non,oui,3281,42331
Albert,Édith,49,178.6,66.5,H,oui,aucun,Normandie,non,oui,2545,41821
Antoine,Timothée,39,155.5,65.5,F,oui,doctorat,Occitanie,non,oui,2439,84209
Philippe,Georges,72,196.2,53.3,H,oui,aucun,Normandie,non,oui,4257,42164
Marques,Matthieu,52,180.0,74.2,F,non,bac+2,Normandie,oui,non,4610,84011
Picard,Stéphane,59,173.7,75.8,H,non,doctorat,Auvergne-Rhône-Alpes,oui,non,2436,41691
Seguin,Marie,66,182.2,86.4,F,oui,bac,Île-de-France,non,non,1749,84152
Moreno,Valentine,37,156.8,67.0,F,oui,bac+2,Occitanie,oui,non,1539,83694
Allain,Christine,46,169.4,88.6,H,oui,aucun,Corse,oui,non,1951,41912
Royer,Jeanne,55,169.6,70.9,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,3518,41516
Perrier,Sébastien,71,147.5,60.9,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,2753,84441
Rocher,Augustin,64,182.0,62.6,H,non,aucun,Corse,non,non,500,41576
